district_code,district_name,localbody_code,localbody_name
702,KALIMPONG,260972,AAHALEY
304,24 PARAGANAS SOUTH,108220,ABAD BHAGAWANPUR
307,BIRBHUM,108917,ABINASHPUR
306,PURBA BARDHAMAN,108557,ABUJHATI-I
306,PURBA BARDHAMAN,108558,ABUJHATI-II
704,PASCHIM BARDHAMAN,108745,ACHHRA
304,24 PARAGANAS SOUTH,108248,ACHINTYANAGAR
308,COOCHBEHAR,109013,ADABARI
303,24 PARAGANAS NORTH,107777,ADHATA
306,PURBA BARDHAMAN,108548,ADRA
306,PURBA BARDHAMAN,108627,AGARDANGA
321,PURULIA,111029,AGARDI-CHITRA
311,DINAJPUR UTTAR,109286,AGDIMTI-KHANTI
321,PURULIA,111094,AGOYA-NARRA
318,MEDINIPUR WEST,110310,AGRA
306,PURBA BARDHAMAN,108613,AGRADWIP
703,Jhargram,110376,AGUIBONI
319,MURSHIDABAD,110752,AHIRAN
307,BIRBHUM,108898,AHMEDPUR
316,MALDAH,109903,AIHO
318,MEDINIPUR WEST,110256,AINKOLA
312,HOOGHLY,109374,AINYA
319,MURSHIDABAD,110661,AIRMARI KRISHNAPUR
318,MEDINIPUR WEST,110340,AJABNAGAR-I
318,MEDINIPUR WEST,110341,AJABNAGAR-II
306,PURBA BARDHAMAN,108559,AJHAPUR
310,DINAJPUR DAKSHIN,109237,AJMATPUR
321,PURULIA,110960,AJODHYA
305,BANKURA,108470,AJODHYA
303,24 PARAGANAS NORTH,107854,AKAIPUR
306,PURBA BARDHAMAN,108580,AKALPAUS
316,MALDAH,109953,AKANDABARIA
310,DINAJPUR DAKSHIN,109229,AKCHA
319,MURSHIDABAD,110555,AKHERIGANJ
312,HOOGHLY,109501,AKHNA
316,MALDAH,109904,AKTAIL
305,BANKURA,108348,AKUI-I
305,BANKURA,108349,AKUI-II
316,MALDAH,109888,ALAL
703,Jhargram,110359,ALAMPUR
306,PURBA BARDHAMAN,108604,ALAMPUR
320,NADIA,110785,ALFA
316,MALDAH,109862,ALIHANDA
318,MEDINIPUR WEST,110257,ALIKOSHA
316,MALDAH,109930,ALINAGAR
316,MALDAH,109931,ALIPUR-I
316,MALDAH,109932,ALIPUR-II
312,HOOGHLY,109437,ALIPURKASHIPUR
704,PASCHIM BARDHAMAN,108746,ALLADI
311,DINAJPUR UTTAR,109319,ALTAPUR-I
311,DINAJPUR UTTAR,109320,ALTAPUR-II
319,MURSHIDABAD,110569,ALUGRAM
307,BIRBHUM,108910,ALUNDA
306,PURBA BARDHAMAN,108673,AMADPUR
317,MEDINIPUR EAST,110086,AMALHANDA
318,MEDINIPUR WEST,110398,AMANPUR
703,Jhargram,110360,AMARDA
313,HOWRAH,109674,AMARDAHA
319,MURSHIDABAD,110681,AMARKUNDU
306,PURBA BARDHAMAN,108486,AMARPUR
307,BIRBHUM,108899,AMARPUR
317,MEDINIPUR EAST,110163,AMARSHI-I
317,MEDINIPUR EAST,110164,AMARSHI-II
306,PURBA BARDHAMAN,108501,AMARUN-I
306,PURBA BARDHAMAN,108502,AMARUN-II
308,COOCHBEHAR,108923,AMBARI
305,BANKURA,108422,AMBIKANAGAR
317,MEDINIPUR EAST,110142,AMDABAD-I
317,MEDINIPUR EAST,110143,AMDABAD-II
319,MURSHIDABAD,110556,AMDAHARA
303,24 PARAGANAS NORTH,107778,AMDANGA
305,BANKURA,108461,AMDANGRA
307,BIRBHUM,108840,AMDOLE
304,24 PARAGANAS SOUTH,108028,AMGACHHIA
314,JALPAIGURI,109823,AMGURI
304,24 PARAGANAS SOUTH,107996,AMJHARA
318,MEDINIPUR WEST,110311,AMKOPA
318,MEDINIPUR WEST,110312,AMLAGORA
319,MURSHIDABAD,110570,AMLAI
704,PASCHIM BARDHAMAN,108597,AMLAJORA
303,24 PARAGANAS NORTH,107919,AMLANI
318,MEDINIPUR WEST,110322,AMLASULI
312,HOOGHLY,109502,AMNAN
313,HOWRAH,109566,AMRAGORI
318,MEDINIPUR WEST,110399,AMRAKUCHI
704,PASCHIM BARDHAMAN,108739,AMRASOTA
304,24 PARAGANAS SOUTH,108196,AMRATALA
317,MEDINIPUR EAST,110099,AMRITABERIA
310,DINAJPUR DAKSHIN,109183,AMRITAKHAND
316,MALDAH,109877,AMRITI
305,BANKURA,108350,AMRUL
318,MEDINIPUR WEST,110332,AMSOLE
313,HOWRAH,109553,AMTA
304,24 PARAGANAS SOUTH,108115,AMTALI
317,MEDINIPUR EAST,110047,AMTALIA
303,24 PARAGANAS NORTH,107870,AMULIA
312,HOOGHLY,109521,ANANDANAGAR
318,MEDINIPUR WEST,110400,ANANDAPUR
311,DINAJPUR UTTAR,109311,ANANTAPUR
317,MEDINIPUR EAST,110212,ANANTAPUR-I
317,MEDINIPUR EAST,110213,ANANTAPUR-II
321,PURULIA,111066,ANARA
304,24 PARAGANAS SOUTH,108210,ANCHANA
305,BANKURA,108289,ANCHURI
704,PASCHIM BARDHAMAN,108692,ANDAL
308,COOCHBEHAR,109026,ANDARAN-FULBARI-I
308,COOCHBEHAR,109027,ANDARAN-FULBARI-II
305,BANKURA,108290,ANDARTHOLE
304,24 PARAGANAS SOUTH,108029,ANDHAR MANIK
703,Jhargram,110504,ANDHARI
703,Jhargram,110224,ANDHARIA
313,HOWRAH,109648,ANDUL
319,MURSHIDABAD,110527,ANDULBARIA-I
319,MURSHIDABAD,110528,ANDULBARIA-II
319,MURSHIDABAD,110639,ANDULIA
307,BIRBHUM,108821,ANGARGARIA
308,COOCHBEHAR,108985,ANGARKATA-PARDUBI
314,JALPAIGURI,109839,ANGRABHASA-I
314,JALPAIGURI,109840,ANGRABHASA-II
318,MEDINIPUR WEST,110258,ANGUA
320,NADIA,110910,ANISHMALI
306,PURBA BARDHAMAN,108628,ANKHONA
321,PURULIA,111052,ANKROBARAKADAM
313,HOWRAH,109590,ANTILA
312,HOOGHLY,109451,ANTPUR
306,PURBA BARDHAMAN,108581,ANUKHAL
320,NADIA,110900,ANULIA
313,HOWRAH,109554,ANULIA
703,Jhargram,110459,ARA
314,JALPAIGURI,109760,ARABINDA
316,MALDAH,109994,ARAIDANGA
312,HOOGHLY,109346,ARANDI-I
312,HOOGHLY,109347,ARANDI-II
320,NADIA,110911,ARANGHATA
320,NADIA,110924,ARBANDI-I
320,NADIA,110925,ARBANDI-II
305,BANKURA,108382,ARDHAGRAM
317,MEDINIPUR EAST,110172,ARGOAL
318,MEDINIPUR WEST,110413,ARJUNI
317,MEDINIPUR EAST,110012,ARJUNNAGAR
319,MURSHIDABAD,110610,ARJUNPUR
321,PURULIA,111103,ARRAH
305,BANKURA,108313,ARRAH
321,PURULIA,110952,ARSHA
306,PURBA BARDHAMAN,108731,ARUI
312,HOOGHLY,109461,ARUNDA
317,MEDINIPUR EAST,110206,ASHADTALIA
303,24 PARAGANAS NORTH,107799,ASHARU
310,DINAJPUR DAKSHIN,109199,ASHOKEGRAM
312,HOOGHLY,109543,ASHTARADATTAPUR
320,NADIA,110858,ASSANNAGAR
304,24 PARAGANAS SOUTH,108283,ASUTI-I
304,24 PARAGANAS SOUTH,108284,ASUTI-II
306,PURBA BARDHAMAN,108588,ATGHORIASIMLAN
309,DARJEELING,109148,ATHARAKHAI
304,24 PARAGANAS SOUTH,108077,ATHAROBANKI
303,24 PARAGANAS NORTH,107937,ATPUKUR
303,24 PARAGANAS NORTH,107785,ATURIA
317,MEDINIPUR EAST,110048,AURAI
319,MURSHIDABAD,110758,AURANGABAD-I
319,MURSHIDABAD,110759,AURANGABAD-II
306,PURBA BARDHAMAN,108479,AUSGRAM
310,DINAJPUR DAKSHIN,109238,AUTINA
307,BIRBHUM,108880,AYAS
320,NADIA,110926,BABLA
320,NADIA,110877,BABLARI
312,HOOGHLY,109503,BABNAN
321,PURULIA,111104,BABUGRAM
307,BIRBHUM,108784,BABUIJORE
316,MALDAH,109889,BABUPUR
304,24 PARAGANAS SOUTH,108162,BABURMAHAL
313,HOWRAH,109675,BACHHRI
317,MEDINIPUR EAST,110188,BADALPUR
317,MEDINIPUR EAST,110031,BADALPUR
309,DARJEELING,260949,BADAMTAM
312,HOOGHLY,109427,BADANGANJ-FALUI-I
312,HOOGHLY,109428,BADANGANJ-FALUI-II
317,MEDINIPUR EAST,110179,BADHIA
306,PURBA BARDHAMAN,108582,BADLA
320,NADIA,110927,BAGANCHRA
320,NADIA,110786,BAGBERIA
321,PURULIA,111076,BAGDA
303,24 PARAGANAS NORTH,107800,BAGDA
312,HOOGHLY,109522,BAGDANGACHINAMORE
308,COOCHBEHAR,109005,BAGDOGRA-FULKADABRI
306,PURBA BARDHAMAN,108515,BAGHAR-I
306,PURBA BARDHAMAN,108516,BAGHAR-II
318,MEDINIPUR WEST,110389,BAGHASTHI
321,PURULIA,110961,BAGHMUNDI
306,PURBA BARDHAMAN,108589,BAGHNAPARA
306,PURBA BARDHAMAN,108660,BAGHSAN
310,DINAJPUR DAKSHIN,109210,BAGICHAPUR
306,PURBA BARDHAMAN,108674,BAGILA
303,24 PARAGANAS NORTH,107786,BAGJOLA
313,HOWRAH,109580,BAGNAN-I
313,HOWRAH,109581,BAGNAN-II
314,JALPAIGURI,109806,BAGRAKOT
320,NADIA,110797,BAGULA-I
320,NADIA,110798,BAGULA-II
314,JALPAIGURI,109761,BAHADUR
319,MURSHIDABAD,110611,BAHADURPUR
704,PASCHIM BARDHAMAN,108570,BAHADURPUR
319,MURSHIDABAD,110673,BAHADURPUR
319,MURSHIDABAD,110662,BAHADURPUR
321,PURULIA,111067,BAHARA
316,MALDAH,109984,BAHARAL
305,BANKURA,108336,BAHARAMURI
304,24 PARAGANAS SOUTH,108129,BAHARU KSHETRA
311,DINAJPUR UTTAR,109332,BAHIN
313,HOWRAH,109693,BAHIRA
320,NADIA,110912,BAHIRGACHI
307,BIRBHUM,108756,BAHIRI-PANCHSHOWA
319,MURSHIDABAD,110753,BAHUTALI
704,PASCHIM BARDHAMAN,108700,BAIDYANATHPUR
305,BANKURA,108367,BAIDYANATHPUR
316,MALDAH,109905,BAIDYAPUR
306,PURBA BARDHAMAN,108583,BAIDYAPUR
320,NADIA,110913,BAIDYAPUR-I
320,NADIA,110914,BAIDYAPUR-II
306,PURBA BARDHAMAN,108524,BAIKUNTHAPUR-I
306,PURBA BARDHAMAN,108525,BAIKUNTHAPUR-II
313,HOWRAH,109582,BAINAN
312,HOOGHLY,109523,BAINCHIPOTA
308,COOCHBEHAR,108995,BAIRAGIRHAT
303,24 PARAGANAS NORTH,107855,BAIRAMPUR
316,MALDAH,109890,BAIRGACHHI-I
316,MALDAH,109891,BAIRGACHHI-II
310,DINAJPUR DAKSHIN,109211,BAIRHATTA
304,24 PARAGANAS SOUTH,108141,BAISHATA
317,MEDINIPUR EAST,110087,BAISHNABCHAK
703,Jhargram,110225,BAITA
319,MURSHIDABAD,110760,BAJITPUR
303,24 PARAGANAS NORTH,107787,BAJITPUR
307,BIRBHUM,108805,BAJITPUR
317,MEDINIPUR EAST,110109,BAKCHA
316,MALDAH,109954,BAKHRABAD
318,MEDINIPUR WEST,110443,BAKHRABAD
304,24 PARAGANAS SOUTH,108039,BAKHRAHAT
303,24 PARAGANAS NORTH,107911,BAKJURI
312,HOOGHLY,109361,BAKLIADHOBAPARA
312,HOOGHLY,109383,BAKSA
313,HOWRAH,109583,BAKSIHAT
308,COOCHBEHAR,109028,BALABHUT
312,HOOGHLY,109524,BALARAMBATI
321,PURULIA,110968,BALARAMPUR
308,COOCHBEHAR,109029,BALARAMPUR-I
308,COOCHBEHAR,109030,BALARAMPUR-II
312,HOOGHLY,109420,BALI
313,HOWRAH,109597,BALI
319,MURSHIDABAD,110691,BALI-I
304,24 PARAGANAS SOUTH,108116,BALI-I
319,MURSHIDABAD,110692,BALI-II
304,24 PARAGANAS SOUTH,108117,BALI-II
319,MURSHIDABAD,110732,BALIA
319,MURSHIDABAD,110649,BALIA
313,HOWRAH,109555,BALICHAK
313,HOWRAH,109664,BALICHATURI
703,Jhargram,110460,BALIGERIA
312,HOOGHLY,109544,BALIGORI-I
312,HOOGHLY,109545,BALIGORI-II
319,MURSHIDABAD,110557,BALIGRAM
307,BIRBHUM,108765,BALIJURI
312,HOOGHLY,109462,BALIPUR
317,MEDINIPUR EAST,110189,BALISAI
321,PURULIA,111116,BALITORA
704,PASCHIM BARDHAMAN,108740,BALLAVPUR
317,MEDINIPUR EAST,110196,BALLUK-I
317,MEDINIPUR EAST,110197,BALLUK-II
318,MEDINIPUR WEST,110481,BALPAI
305,BANKURA,108402,BALSI-I
305,BANKURA,108403,BALSI-II
303,24 PARAGANAS NORTH,107967,BALTI NITYANANDAKATI
304,24 PARAGANAS SOUTH,108130,BAMANGACHHI
304,24 PARAGANAS SOUTH,108018,BAMANGHATA
308,COOCHBEHAR,108967,BAMANHAT-I
308,COOCHBEHAR,108968,BAMANHAT-II
303,24 PARAGANAS NORTH,107938,BAMANPUKUR
321,PURULIA,111042,BAMNIMAJHIHIRA
321,PURULIA,111020,BAMNIYA-BELYADIH
316,MALDAH,109856,BAMONGOLA
316,MALDAH,109933,BAMONGRAM-MASHIMPUR
306,PURBA BARDHAMAN,108503,BAMUNARA
317,MEDINIPUR EAST,110049,BAMUNIA
306,PURBA BARDHAMAN,108661,BAMUNPARA
305,BANKURA,108430,BAMUNTORE
307,BIRBHUM,108900,BANAGRAM
314,JALPAIGURI,109732,BANARHAT-I
314,JALPAIGURI,109733,BANARHAT-II
305,BANKURA,108326,BANASHURIA
304,24 PARAGANAS SOUTH,108249,BANASHYAMNAGAR
664,Alipurduar,109710,BANCHUKAMARI
664,Alipurduar,109796,BANDAPANI
312,HOOGHLY,109392,BANDEL
703,Jhargram,110377,BANDHGORA
312,HOOGHLY,109438,BANDIPUR
303,24 PARAGANAS NORTH,107832,BANDIPUR
318,MEDINIPUR WEST,110250,BANDIPUR-I
318,MEDINIPUR WEST,110251,BANDIPUR-II
306,PURBA BARDHAMAN,108517,BANDUL-I
306,PURBA BARDHAMAN,108526,BANDUL-II
321,PURULIA,110985,BANDWAN
308,COOCHBEHAR,108924,BANESWAR
313,HOWRAH,109665,BANESWARPUR-I
313,HOWRAH,109666,BANESWARPUR-II
311,DINAJPUR UTTAR,109281,BANGALBARI
313,HOWRAH,109584,BANGALPUR
304,24 PARAGANAS SOUTH,108102,BANGANAGAR-I
304,24 PARAGANAS SOUTH,108103,BANGANAGAR-II
316,MALDAH,109944,BANGITOLA
304,24 PARAGANAS SOUTH,108272,BANGOOGHLY-I
313,HOWRAH,109637,BANHARISHPUR
304,24 PARAGANAS SOUTH,108273,BANHOOGHLY-II
313,HOWRAH,109702,BANIBAN
307,BIRBHUM,108849,BANIOR
321,PURULIA,110975,BANJORA
305,BANKURA,108383,BANJORA
305,BANKURA,108471,BANKADAHA
704,PASCHIM BARDHAMAN,108598,BANKATI
318,MEDINIPUR WEST,110494,BANKIBANDH
303,24 PARAGANAS NORTH,107968,BANKRA GOKULPUR
313,HOWRAH,109605,BANKRA-I
313,HOWRAH,109606,BANKRA-II
313,HOWRAH,109607,BANKRA-III
319,MURSHIDABAD,110733,BANNYESWAR
306,PURBA BARDHAMAN,108504,BANPASH
313,HOWRAH,109649,BANPUR-I
313,HOWRAH,109650,BANPUR-II
318,MEDINIPUR WEST,110429,BANPURA
319,MURSHIDABAD,110754,BANSABATI
321,PURULIA,110976,BANSBERA
307,BIRBHUM,108918,BANSHANKA
703,Jhargram,110234,BANSPAHARI
303,24 PARAGANAS NORTH,107903,BANSPOLE
304,24 PARAGANAS SOUTH,108067,BANSRA
312,HOOGHLY,109485,BANTIKABAINCHI
313,HOWRAH,109591,BANTUL-BAIDYANATHPUR
304,24 PARAGANAS SOUTH,108151,BAPUJI
308,COOCHBEHAR,108951,BARA ATIABARI-I
308,COOCHBEHAR,108952,BARA ATIABARI-II
308,COOCHBEHAR,108953,BARA SOULMARI
307,BIRBHUM,108858,BARA-I
307,BIRBHUM,108859,BARA-II
306,PURBA BARDHAMAN,108732,BARABAINAN
321,PURULIA,110977,BARABAZAR
306,PURBA BARDHAMAN,108505,BARABELOON-I
306,PURBA BARDHAMAN,108506,BARABELOON-II
704,PASCHIM BARDHAMAN,108493,BARABONI
320,NADIA,110818,BARACHANDGHAR
306,PURBA BARDHAMAN,108584,BARADHAMAS
313,HOWRAH,109623,BARAGACHHIA-I
313,HOWRAH,109624,BARAGACHHIA-II
321,PURULIA,111003,BARAGRAM
703,Jhargram,110461,BARAKHAKRI
319,MURSHIDABAD,110734,BARALA
321,PURULIA,111043,BARAMASYA-RAMNAGAR
318,MEDINIPUR WEST,110313,BARAMURA
703,Jhargram,110462,BARANEGUI
306,PURBA BARDHAMAN,108683,BARAPALASAN-I
306,PURBA BARDHAMAN,108684,BARAPALASAN-II
308,COOCHBEHAR,108925,BARARANGRAS
308,COOCHBEHAR,108969,BARASAKDAL
307,BIRBHUM,108864,BARASAOTA
320,NADIA,110902,BARASAT
319,MURSHIDABAD,110707,BARASIMUL DAYARAMPUR
308,COOCHBEHAR,108986,BARASOULMARI
306,PURBA BARDHAMAN,108527,BARASUL-I
306,PURBA BARDHAMAN,108528,BARASUL-II
317,MEDINIPUR EAST,110081,BARATALA
307,BIRBHUM,108806,BARATURIGRAM
321,PURULIA,110969,BARAURMA
317,MEDINIPUR EAST,110120,BARGODAGODAR
303,24 PARAGANAS NORTH,107896,BARGOOM-I
321,PURULIA,111053,BARGORIA-JAMTORIA
313,HOWRAH,109676,BARGRAM
303,24 PARAGANAS NORTH,107897,BARGUM-II
317,MEDINIPUR EAST,110165,BARHAT
321,PURULIA,111054,BARI-JAGDA
317,MEDINIPUR EAST,110055,BARIDA
312,HOOGHLY,109384,BARIJHATI
305,BANKURA,108423,BARIKUL
305,BANKURA,108302,BARJORA
318,MEDINIPUR WEST,110414,BARKOLA
307,BIRBHUM,108850,BARLA
320,NADIA,110945,BARNIA
314,JALPAIGURI,109824,BARNIS
314,JALPAIGURI,109734,BAROGHARIA
317,MEDINIPUR EAST,110013,BAROJ
308,COOCHBEHAR,109018,BAROKAIMARI
308,COOCHBEHAR,109040,BAROKODALI-I
308,COOCHBEHAR,109041,BAROKODALI-II
314,JALPAIGURI,109762,BAROPATIA NUTANBOS
321,PURULIA,111110,BARRAH
307,BIRBHUM,108785,BARRAH
321,PURULIA,111030,BARRAH
307,BIRBHUM,108881,BARSHAL
305,BANKURA,108327,BARSHAL
311,DINAJPUR UTTAR,109333,BARUA
316,MALDAH,109914,BARUI
312,HOOGHLY,109525,BARUIPARAPALTAGARH
311,DINAJPUR UTTAR,109312,BARUNA
303,24 PARAGANAS NORTH,107920,BARUNHAT RAMESWARPUR
317,MEDINIPUR EAST,110071,BARUTTARHINGLI
318,MEDINIPUR WEST,110252,BASANCHORA
317,MEDINIPUR EAST,110180,BASANTAPUR
313,HOWRAH,109556,BASANTAPUR
304,24 PARAGANAS SOUTH,107997,BASANTI
317,MEDINIPUR EAST,110050,BASANTIA
312,HOOGHLY,109526,BASUBATI
317,MEDINIPUR EAST,110014,BASUDEVBERIA
317,MEDINIPUR EAST,110121,BASUDEVPUR
318,MEDINIPUR WEST,110272,BASUDEVPUR
317,MEDINIPUR EAST,110063,BASUDEVPUR
313,HOWRAH,109703,BASUDEVPUR
704,PASCHIM BARDHAMAN,108747,BASUDEVPURJEMARI
304,24 PARAGANAS SOUTH,108086,BASULDANGA
310,DINAJPUR DAKSHIN,109200,BASURIA
320,NADIA,110934,BATAI-I
312,HOOGHLY,109348,BATANAL
317,MEDINIPUR EAST,110064,BATHUARY
307,BIRBHUM,108775,BATIKAR
320,NADIA,110799,BATKULLA-I
320,NADIA,110800,BATKULLA-II
310,DINAJPUR DAKSHIN,109221,BATUN
307,BIRBHUM,108851,BAUTIA
303,24 PARAGANAS NORTH,107951,BAYERMARI-I
303,24 PARAGANAS NORTH,107952,BAYERMARI-II
303,24 PARAGANAS NORTH,107801,BAYRA
311,DINAJPUR UTTAR,109321,BAZARGAON-I
311,DINAJPUR UTTAR,109322,BAZARGAON-II
316,MALDAH,109955,BEDRABAD
304,24 PARAGANAS SOUTH,108019,BEENTA-I
304,24 PARAGANAS SOUTH,108020,BEENTA-II
321,PURULIA,110962,BEERGRAM
316,MALDAH,109956,BEERNAGAR-I
316,MALDAH,109957,BEERNAGAR-II
318,MEDINIPUR WEST,110342,BEERSINGHA
313,HOWRAH,109608,BEGARI
306,PURBA BARDHAMAN,108590,BEGPUR
304,24 PARAGANAS SOUTH,107977,BEGUMPUR
312,HOOGHLY,109385,BEGUMPUR
303,24 PARAGANAS NORTH,107845,BEGUMPUR BIBIPUR
319,MURSHIDABAD,110514,BEGUNBARI
321,PURULIA,111021,BEGUNKODAR
319,MURSHIDABAD,110619,BEHARIA
704,PASCHIM BARDHAMAN,108701,BEHULA
321,PURULIA,111031,BEKO
321,PURULIA,110970,BELA
314,JALPAIGURI,109763,BELAKOBA
313,HOWRAH,109667,BELARI
307,BIRBHUM,108776,BELATI
703,Jhargram,110226,BELATIKRI
310,DINAJPUR DAKSHIN,109201,BELBARI-I
310,DINAJPUR DAKSHIN,109202,BELBARI-II
318,MEDINIPUR WEST,110444,BELDA-I
318,MEDINIPUR WEST,110445,BELDA-II
321,PURULIA,110953,BELDIH
313,HOWRAH,109638,BELDUBI
304,24 PARAGANAS SOUTH,108142,BELEDURGANAGAR
304,24 PARAGANAS SOUTH,107978,BELEGACHHIA
320,NADIA,110928,BELGORIA-I
320,NADIA,110929,BELGORIA-II
703,Jhargram,110352,BELIABERA
305,BANKURA,108303,BELIATORE
306,PURBA BARDHAMAN,108518,BELKASH
321,PURULIA,111095,BELMA
312,HOOGHLY,109402,BELMURI
311,DINAJPUR UTTAR,109256,BELON
312,HOOGHLY,109486,BELOONDHAMASIN
703,Jhargram,110235,BELPAHARI
304,24 PARAGANAS SOUTH,108163,BELPUKUR
320,NADIA,110870,BELPUKUR
304,24 PARAGANAS SOUTH,108104,BELSINGHA-I
304,24 PARAGANAS SOUTH,108105,BELSINGHA-II
305,BANKURA,108472,BELSULIA
305,BANKURA,108404,BELUT-RASULPUR
318,MEDINIPUR WEST,110314,BENACHAPRA
318,MEDINIPUR WEST,110282,BENAI
312,HOOGHLY,109429,BENGAI
319,MURSHIDABAD,110612,BENIAGRAM
317,MEDINIPUR EAST,110002,BENUDIA
303,24 PARAGANAS NORTH,107904,BERABERI
312,HOOGHLY,109527,BERABERI
303,24 PARAGANAS NORTH,107779,BERABERIA
303,24 PARAGANAS NORTH,107871,BERACHAMPA-I
303,24 PARAGANAS NORTH,107872,BERACHAMPA-II
321,PURULIA,110978,BERADA
703,Jhargram,110463,BERAJAL
312,HOOGHLY,109487,BERELAKONCHMALI
306,PURBA BARDHAMAN,108480,BERENDA
303,24 PARAGANAS NORTH,107959,BERMAJUR-I
303,24 PARAGANAS NORTH,107960,BERMAJUR-II
321,PURULIA,111105,BERO
310,DINAJPUR DAKSHIN,109230,BEROIL
306,PURBA BARDHAMAN,108635,BERUGRAM
306,PURBA BARDHAMAN,108560,BERUGRAM
306,PURBA BARDHAMAN,108629,BERUGRAM
320,NADIA,110935,BETAI-II
320,NADIA,110885,BETHUADAHARI-I
320,NADIA,110886,BETHUADAHARI-II
317,MEDINIPUR EAST,110100,BETKUNDU
320,NADIA,110801,BETNA GOBINDAPUR
319,MURSHIDABAD,110613,BEWA-I
319,MURSHIDABAD,110614,BEWA-II
318,MEDINIPUR WEST,110296,BHABANIPUR
307,BIRBHUM,108875,BHABANIPUR
313,HOWRAH,109682,BHABANIPUR BIDHICHANDRAPUR
303,24 PARAGANAS NORTH,107921,BHABANIPUR-I
303,24 PARAGANAS NORTH,107922,BHABANIPUR-II
319,MURSHIDABAD,110515,BHABTA-I
319,MURSHIDABAD,110516,BHABTA-II
316,MALDAH,109978,BHABUK
316,MALDAH,109985,BHADO
307,BIRBHUM,108860,BHADRAPUR-I
307,BIRBHUM,108861,BHADRAPUR-II
312,HOOGHLY,109421,BHADUR
304,24 PARAGANAS SOUTH,108094,BHADURA HARIDAS
321,PURULIA,110979,BHAGABANDH
316,MALDAH,109863,BHAGABANPUR
316,MALDAH,109958,BHAGABANPUR
318,MEDINIPUR WEST,110253,BHAGABANTAPUR-I
318,MEDINIPUR WEST,110254,BHAGABANTAPUR-II
312,HOOGHLY,109375,BHAGABATIPUR
319,MURSHIDABAD,110561,BHAGAWANGOLA
304,24 PARAGANAS SOUTH,108021,BHAGAWANPUR
319,MURSHIDABAD,110598,BHAGIRATHPUR
317,MEDINIPUR EAST,110003,BHAGWANPUR
317,MEDINIPUR EAST,110039,BHAJACHAULIA
320,NADIA,110851,BHAJANGHAT TUNGI
316,MALDAH,109870,BHAKRI
305,BANKURA,108328,BHAKTABUNDH
319,MURSHIDABAD,110538,BHAKURI-I
319,MURSHIDABAD,110539,BHAKURI-II
317,MEDINIPUR EAST,110132,BHAKUTIA
321,PURULIA,111044,BHALUBASA
306,PURBA BARDHAMAN,108645,BHALUGRAM
320,NADIA,110859,BHALUKA
702,KALIMPONG,261000,BHALUKHOP
321,PURULIA,111059,BHAMURIA
311,DINAJPUR UTTAR,109313,BHANDAR
313,HOWRAH,109557,BHANDARGACHHA
312,HOOGHLY,109403,BHANDARHATI-I
312,HOOGHLY,109404,BHANDARHATI-II
304,24 PARAGANAS SOUTH,108030,BHANDARIA KASTEKUMARI
320,NADIA,110860,BHANDARKHOLA
321,PURULIA,111086,BHANDARPUARA-CHIPIDA
312,HOOGHLY,109513,BHANGAMORA
321,PURULIA,111096,BHANGRA
312,HOOGHLY,109546,BHANJIPUR
308,COOCHBEHAR,109042,BHANUKUMARI-I
308,COOCHBEHAR,109043,BHANUKUMARI-II
305,BANKURA,108473,BHARA
304,24 PARAGANAS SOUTH,107998,BHARATGARH
318,MEDINIPUR WEST,110297,BHARATPUR
319,MURSHIDABAD,110571,BHARATPUR
307,BIRBHUM,108822,BHARKATA
319,MURSHIDABAD,110743,BHASAIPAIKAR
312,HOOGHLY,109405,BHASTARA
306,PURBA BARDHAMAN,108507,BHATAR
664,Alipurduar,109721,BHATIBARI
320,NADIA,110861,BHATJUNGLA
313,HOWRAH,109567,BHATORA
311,DINAJPUR UTTAR,109334,BHATUN
308,COOCHBEHAR,109019,BHAWERTHANA
303,24 PARAGANAS NORTH,107923,BHEBIA
305,BANKURA,108341,BHEDUASOLE
703,Jhargram,110236,BHELAIDIHA
318,MEDINIPUR WEST,110482,BHEMUA
308,COOCHBEHAR,108954,BHETAGURI-I
308,COOCHBEHAR,108955,BHETAGURI-II
318,MEDINIPUR WEST,110495,BHIMPUR
320,NADIA,110862,BHIMPUR
316,MALDAH,109915,BHINGOLE
304,24 PARAGANAS SOUTH,108022,BHOGALI-I
304,24 PARAGANAS SOUTH,108023,BHOGALI-II
317,MEDINIPUR EAST,110088,BHOGPUR
308,COOCHBEHAR,109006,BHOTBARI
310,DINAJPUR DAKSHIN,109222,BHOUR
307,BIRBHUM,108901,BHROMORKOL
703,Jhargram,110237,BHULAVEDA
306,PURBA BARDHAMAN,108549,BHUNRI
307,BIRBHUM,108911,BHURKUNA
303,24 PARAGANAS NORTH,107905,BHURKUNDA
307,BIRBHUM,108823,BHUTURA
305,BANKURA,108462,BIBARDA
317,MEDINIPUR EAST,110004,BIBHISANPUR
704,PASCHIM BARDHAMAN,108599,BIDBEHAR
314,JALPAIGURI,109818,BIDHANNAGAR
309,DARJEELING,109165,BIDHANNAGAR-I
309,DARJEELING,109166,BIDHANNAGAR-II
311,DINAJPUR UTTAR,109257,BIDYANANDAPUR
312,HOOGHLY,109528,BIGHATI
309,DARJEELING,260950,BIJANBARI-PULBAZAR
306,PURBA BARDHAMAN,108685,BIJUR-I
306,PURBA BARDHAMAN,108686,BIJUR-II
313,HOWRAH,109639,BIKIHAKOLA
