district_code,district_name,localbody_code,localbody_name
318,MEDINIPUR WEST,110498,GARHMAL
319,MURSHIDABAD,110602,GARIBPUR
664,Alipurduar,109776,GAROPARA
321,PURULIA,111117,GARSIKA
702,KALIMPONG,260974,GARUBATHAN-I
702,KALIMPONG,260975,GARUBATHAN-II
704,PASCHIM BARDHAMAN,108533,GAURBAZAR
309,DARJEELING,261033,GAYABARI-I
309,DARJEELING,261034,GAYABARI-II
309,DARJEELING,261035,GAYABARI-III
316,MALDAH,109934,GAYESHBARI
320,NADIA,110931,GAYESHPUR
306,PURBA BARDHAMAN,108614,GAZIPUR
313,HOWRAH,109569,GAZIPUR
316,MALDAH,109894,GAZOLE-I
316,MALDAH,109895,GAZOLE-II
305,BANKURA,108358,GELIA
321,PURULIA,110972,GENRUA
321,PURULIA,111004,GHAGRA
321,PURULIA,110973,GHATBERA-KEROWA
303,24 PARAGANAS NORTH,107863,GHATBOUR
304,24 PARAGANAS SOUTH,108215,GHATESWAR
320,NADIA,110772,GHETUGACHHI
311,DINAJPUR UTTAR,109251,GHIRNIGAON
308,COOCHBEHAR,108988,GHOKSARDANGA
321,PURULIA,111098,GHONGA
313,HOWRAH,109570,GHORABERIA CHITNAN
304,24 PARAGANAS SOUTH,108267,GHORAMARA
319,MURSHIDABAD,110603,GHORAMARA
303,24 PARAGANAS NORTH,107849,GHORARASH KULINGRAM
305,BANKURA,108318,GHOSERGRAM
319,MURSHIDABAD,110632,GHOSHPARA
312,HOOGHLY,109463,GHOSHPUR
317,MEDINIPUR EAST,110151,GHOSHPUR
309,DARJEELING,109169,GHOSPUKUR
318,MEDINIPUR WEST,110391,GHRITAGRAM
308,COOCHBEHAR,108941,GHUGHUMARI
309,DARJEELING,260984,GHUM KHASMAHAL
307,BIRBHUM,108778,GHURISHA
305,BANKURA,108306,GHUTGORIA
306,PURBA BARDHAMAN,108605,GIDHAGRAM
703,Jhargram,110370,GIDHNI
304,24 PARAGANAS SOUTH,108231,GILARCHHAT
319,MURSHIDABAD,110708,GIRIA
702,KALIMPONG,261020,GITABLING
308,COOCHBEHAR,108958,GITALDAHA-I
308,COOCHBEHAR,108959,GITALDAHA-II
311,DINAJPUR UTTAR,109269,GOAGAON-I
311,DINAJPUR UTTAR,109270,GOAGAON-II
306,PURBA BARDHAMAN,108606,GOAI
305,BANKURA,108441,GOALBARI
311,DINAJPUR UTTAR,109271,GOALPOKHAR
318,MEDINIPUR WEST,110323,GOALTOR
305,BANKURA,108330,GOBINDADHAM
303,24 PARAGANAS NORTH,107930,GOBINDAKATI
317,MEDINIPUR EAST,110152,GOBINDANAGAR
313,HOWRAH,109625,GOBINDAPUR
320,NADIA,110852,GOBINDAPUR
306,PURBA BARDHAMAN,108529,GOBINDAPUR
311,DINAJPUR UTTAR,109289,GOBINDAPUR
303,24 PARAGANAS NORTH,107971,GOBINDAPUR
304,24 PARAGANAS SOUTH,108042,GOBINDAPUR KALICHARANPUR
316,MALDAH,109858,GOBINDAPUR-MAHESHPUR
319,MURSHIDABAD,110737,GOBORDHANDANGA
318,MEDINIPUR WEST,110472,GOBORDHANPUR
320,NADIA,110821,GOBRA
317,MEDINIPUR EAST,110181,GOBRA
308,COOCHBEHAR,108973,GOBRA CHHARA NAYARHAT
303,24 PARAGANAS NORTH,107838,GOCHHA AKHARPUR
318,MEDINIPUR WEST,110285,GOCHHATI
305,BANKURA,108307,GODARDIHI
314,JALPAIGURI,109738,GODONG-I
314,JALPAIGURI,109739,GODONG-II
312,HOOGHLY,109422,GOGHAT
704,PASCHIM BARDHAMAN,108534,GOGLA
305,BANKURA,108432,GOGRA
318,MEDINIPUR WEST,110324,GOHALDANGA
307,BIRBHUM,108767,GOHALIARA
306,PURBA BARDHAMAN,108551,GOHOGRAM
317,MEDINIPUR EAST,110110,GOJINA
310,DINAJPUR DAKSHIN,109212,GOKARNA
319,MURSHIDABAD,110640,GOKARNA-I
319,MURSHIDABAD,110641,GOKARNA-II
304,24 PARAGANAS SOUTH,108201,GOKARNI
309,DARJEELING,260955,GOKE-I
309,DARJEELING,260956,GOKE-II
317,MEDINIPUR EAST,110134,GOKULNAGAR
317,MEDINIPUR EAST,110111,GOKULNAGAR
317,MEDINIPUR EAST,110169,GOKULPUR
321,PURULIA,111099,GOLAMARA
316,MALDAH,109960,GOLAPGANJ
318,MEDINIPUR WEST,110403,GOLAR
308,COOCHBEHAR,109021,GOLENOWHATI
318,MEDINIPUR WEST,110302,GOLGRAM
307,BIRBHUM,108826,GONPUR
306,PURBA BARDHAMAN,108679,GOP-GANTAR-I
306,PURBA BARDHAMAN,108680,GOP-GANTAR-II
310,DINAJPUR DAKSHIN,109189,GOPALBATI
306,PURBA BARDHAMAN,108636,GOPALBERA
304,24 PARAGANAS SOUTH,108177,GOPALGANJ
318,MEDINIPUR WEST,110415,GOPALI
304,24 PARAGANAS SOUTH,108256,GOPALNAGAR
312,HOOGHLY,109531,GOPALNAGAR
321,PURULIA,111048,GOPALNAGAR
317,MEDINIPUR EAST,110091,GOPALNAGAR
303,24 PARAGANAS NORTH,107864,GOPALNAGAR-I
303,24 PARAGANAS NORTH,107865,GOPALNAGAR-II
304,24 PARAGANAS SOUTH,108070,GOPALPUR
317,MEDINIPUR EAST,110170,GOPALPUR
305,BANKURA,108337,GOPALPUR
704,PASCHIM BARDHAMAN,108600,GOPALPUR
316,MALDAH,109971,GOPALPUR
308,COOCHBEHAR,108996,GOPALPUR
304,24 PARAGANAS SOUTH,108110,GOPALPUR
308,COOCHBEHAR,108928,GOPALPUR
303,24 PARAGANAS NORTH,107912,GOPALPUR-I
303,24 PARAGANAS NORTH,107913,GOPALPUR-II
310,DINAJPUR DAKSHIN,109240,GOPHANAGAR
703,Jhargram,110361,GOPIBALLAVPUR
320,NADIA,110946,GOPINATHPUR
305,BANKURA,108375,GOPINATHPUR
312,HOOGHLY,109410,GOPINATHPUR-I
312,HOOGHLY,109411,GOPINATHPUR-II
305,BANKURA,108370,GORABARI
309,DARJEELING,260985,GORABARI MARGARETS HOPE
321,PURULIA,111033,GORANDIH
307,BIRBHUM,108835,GORSHA
304,24 PARAGANAS SOUTH,108120,GOSABA
308,COOCHBEHAR,109022,GOSAIRHAT
308,COOCHBEHAR,108960,GOSANIMARI-I
308,COOCHBEHAR,108961,GOSANIMARI-II
309,DARJEELING,109159,GOSSAIPUR
312,HOOGHLY,109505,GOSWAMIMALIPARA
306,PURBA BARDHAMAN,108733,GOTAN
311,DINAJPUR UTTAR,109272,GOTI
306,PURBA BARDHAMAN,108647,GOTISTHA
303,24 PARAGANAS NORTH,107839,GOTRA
318,MEDINIPUR WEST,110286,GOURA
305,BANKURA,108344,GOURBAZAR
316,MALDAH,109873,GOURHANDA
312,HOOGHLY,109349,GOURHATI-I
312,HOOGHLY,109350,GOURHATI-II
311,DINAJPUR UTTAR,109337,GOURI
318,MEDINIPUR WEST,110446,GRAMRAJ
664,Alipurduar,109754,GUABARNAGAR
317,MEDINIPUR EAST,110208,GUABERIA
312,HOOGHLY,109412,GUDUBARI-I
312,HOOGHLY,109413,GUDUBARI-II
311,DINAJPUR UTTAR,109302,GULANDAR-I
311,DINAJPUR UTTAR,109303,GULANDAR-II
303,24 PARAGANAS NORTH,107907,GUMA-I
303,24 PARAGANAS NORTH,107908,GUMA-II
319,MURSHIDABAD,110573,GUNDIRIA
321,PURULIA,111061,GUNIARA
311,DINAJPUR UTTAR,109290,GUNJARIA
312,HOOGHLY,109366,GUPTIPARA-I
312,HOOGHLY,109367,GUPTIPARA-II
310,DINAJPUR DAKSHIN,109241,GURAIL
312,HOOGHLY,109414,GURAP
319,MURSHIDABAD,110682,GURAPASHLA
317,MEDINIPUR EAST,110005,GURGRAM
304,24 PARAGANAS SOUTH,108178,GURGURIA BHUBANESWARI
308,COOCHBEHAR,108942,GURIAHATI-I
308,COOCHBEHAR,108943,GURIAHATI-II
319,MURSHIDABAD,110542,GURUDASPUR
321,PURULIA,110988,GURUR
306,PURBA BARDHAMAN,108484,GUSKARA-II
319,MURSHIDABAD,110562,HABASPUR
320,NADIA,110901,HABIBPUR
316,MALDAH,109908,HABIBPUR
321,PURULIA,111034,HADALDA-UPARRAH
303,24 PARAGANAS NORTH,107878,HADIPUR JHIKRA-I
303,24 PARAGANAS NORTH,107879,HADIPUR JHIKRA-II
317,MEDINIPUR EAST,110033,HAIPUR
319,MURSHIDABAD,110683,HAJBIBIDANGA
317,MEDINIPUR EAST,110182,HALDIA-I
317,MEDINIPUR EAST,110183,HALDIA-II
303,24 PARAGANAS NORTH,107914,HALIPUR
317,MEDINIPUR EAST,110082,HALUDBARI
305,BANKURA,108424,HALUDKANALI
313,HOWRAH,109593,HALYAN
316,MALDAH,109946,HAMIDPUR
305,BANKURA,108454,HAMIRHATI
305,BANKURA,108407,HAMIRPUR
307,BIRBHUM,108892,HANSAN-I
307,BIRBHUM,108893,HANSAN-II
320,NADIA,110947,HANSPUKURIA
313,HOWRAH,109626,HANTAL ANANTABATI
664,Alipurduar,109799,HANTAPARA
319,MURSHIDABAD,110563,HANUMANTANAGAR
311,DINAJPUR UTTAR,109252,HAPTIAGACHH
312,HOOGHLY,109488,HARALDASPUR
313,HOWRAH,109685,HARALI UDAYNARAYANPUR
320,NADIA,110895,HARANAGAR
703,Jhargram,110239,HARDA
304,24 PARAGANAS SOUTH,107983,HARDHAH
320,NADIA,110833,HAREKRISHNAPUR
317,MEDINIPUR EAST,110076,HARIA
318,MEDINIPUR WEST,110416,HARIATORA
308,COOCHBEHAR,108944,HARIBHANGA
319,MURSHIDABAD,110543,HARIDASMATI
307,BIRBHUM,108852,HARIDASPUR
319,MURSHIDABAD,110622,HARIHARPARA
304,24 PARAGANAS SOUTH,107984,HARIHARPUR
304,24 PARAGANAS SOUTH,108186,HARIHARPUR
304,24 PARAGANAS SOUTH,108134,HARINARAYANPUR
304,24 PARAGANAS SOUTH,108089,HARINDANGA
304,24 PARAGANAS SOUTH,108111,HARINDANGA-I
304,24 PARAGANAS SOUTH,108112,HARINDANGA-II
312,HOOGHLY,109351,HARINKHOLA-I
312,HOOGHLY,109352,HARINKHOLA-II
312,HOOGHLY,109436,HARIPALASHUTOSH
312,HOOGHLY,109441,HARIPALKINGKARBATI
312,HOOGHLY,109442,HARIPALSAHADEV
312,HOOGHLY,109377,HARIPUR
318,MEDINIPUR WEST,110265,HARIPUR
317,MEDINIPUR EAST,110135,HARIPUR
320,NADIA,110932,HARIPUR
304,24 PARAGANAS SOUTH,108243,HARIPUR
704,PASCHIM BARDHAMAN,108703,HARIPURA
316,MALDAH,109916,HARISHCHANDRAPUR
313,HOWRAH,109686,HARISHPUR
312,HOOGHLY,109506,HARIT
305,BANKURA,108464,HARMASRA
303,24 PARAGANAS NORTH,107915,HAROA
310,DINAJPUR DAKSHIN,109242,HARSURA
319,MURSHIDABAD,110755,HARUA
303,24 PARAGANAS NORTH,107924,HASNABAD
305,BANKURA,108308,HAT-ASURIA
305,BANKURA,108345,HATAGRAM
320,NADIA,110822,HATGACHHA
313,HOWRAH,109696,HATGACHHA-I
313,HOWRAH,109697,HATGACHHA-II
303,24 PARAGANAS NORTH,107953,HATGACHHI
307,BIRBHUM,108798,HATIA
309,DARJEELING,109160,HATIGHISA
319,MURSHIDABAD,110544,HATINAGAR
320,NADIA,110789,HATISALA-I
320,NADIA,110790,HATISALA-II
306,PURBA BARDHAMAN,108592,HATKALNA
320,NADIA,110791,HATKHOLA
307,BIRBHUM,108904,HATORA
304,24 PARAGANAS SOUTH,108071,HATPUKURIA
313,HOWRAH,109585,HATURIA-I
313,HOWRAH,109586,HATURIA-II
317,MEDINIPUR EAST,110153,HAUR
312,HOOGHLY,109430,HAZIPUR
308,COOCHBEHAR,108997,HAZRAHAT-I
308,COOCHBEHAR,108998,HAZRAHAT-II
307,BIRBHUM,108786,HAZRATPUR
310,DINAJPUR DAKSHIN,109243,HAZRATPUR
316,MALDAH,109972,HEERANANDAPUR
313,HOWRAH,109698,HEERAPUR
303,24 PARAGANAS NORTH,107802,HELENCHA
318,MEDINIPUR WEST,110447,HEMCHANDRA
308,COOCHBEHAR,108982,HEMKUMARI
311,DINAJPUR UTTAR,109284,HEMTABAD
321,PURULIA,111010,HENSAHATU
321,PURULIA,110955,HENSLA
304,24 PARAGANAS SOUTH,108257,HERAMBAGOPALPUR
319,MURSHIDABAD,110717,HERAMPUR
307,BIRBHUM,108768,HETAMPUR
321,PURULIA,110956,HETGUGUI
305,BANKURA,108359,HETIA
309,DARJEELING,109170,HETMURI SINGHIJHORA
704,PASCHIM BARDHAMAN,108574,HIJALGARA
306,PURBA BARDHAMAN,108723,HIJALNA
310,DINAJPUR DAKSHIN,109218,HILI
303,24 PARAGANAS NORTH,107931,HINGALGANJ
320,NADIA,110773,HINGARA
307,BIRBHUM,108827,HINGLOW
321,PURULIA,111024,HIRAPURADARDIH
305,BANKURA,108338,HIRBANDH
319,MURSHIDABAD,110642,HIZOLE
320,NADIA,110834,HOGOLBERIA
307,BIRBHUM,108905,HORISARA
317,MEDINIPUR EAST,110209,HORKHALI
304,24 PARAGANAS SOUTH,108202,HOTOR MORJADA
320,NADIA,110792,HRIDAYPUR
319,MURSHIDABAD,110623,HUMAIPUR
321,PURULIA,110995,HURA
319,MURSHIDABAD,110718,HURSHI
321,PURULIA,111100,HUTMURA
321,PURULIA,111011,ICHAG
303,24 PARAGANAS NORTH,107888,ICHAPUR-I
303,24 PARAGANAS NORTH,107889,ICHAPUR-II
704,PASCHIM BARDHAMAN,108535,ICHHAPUR
303,24 PARAGANAS NORTH,107811,ICHHAPUR-NILGANJ
307,BIRBHUM,108779,ILLAMBAZAR
321,PURULIA,111012,ILU-JARGO
319,MURSHIDABAD,110615,IMAMNAGAR
305,BANKURA,108352,INDAS-I
305,BANKURA,108353,INDAS-II
314,JALPAIGURI,109819,INDONG-MATIALI
305,BANKURA,108346,INDPUR
319,MURSHIDABAD,110651,INDRANI
307,BIRBHUM,108799,INDUS
318,MEDINIPUR WEST,110345,IRHPALA
311,DINAJPUR UTTAR,109291,ISLAMPUR
316,MALDAH,109923,ISLAMPUR
313,HOWRAH,109627,ISLAMPUR
319,MURSHIDABAD,110719,ISLAMPURCHAK
304,24 PARAGANAS SOUTH,108167,ISWARIPUR
317,MEDINIPUR EAST,110026,ISWARPUR
317,MEDINIPUR EAST,110017,ITABERIA
312,HOOGHLY,109489,ITACHUNAKHANYAN
311,DINAJPUR UTTAR,109304,ITAHAR
317,MEDINIPUR EAST,110103,ITAMOGRA-II
704,PASCHIM BARDHAMAN,108495,ITAPARA
303,24 PARAGANAS NORTH,107840,ITINDA PANITORE
304,24 PARAGANAS SOUTH,108072,ITKHOLA
321,PURULIA,110996,JABARRAH
321,PURULIA,111071,JABARRAH-JHAPRA-I
321,PURULIA,111072,JABARRAH-JHAPRA-II
316,MALDAH,109880,JADUPUR-I
316,MALDAH,109881,JADUPUR-II
303,24 PARAGANAS NORTH,107790,JADURHATI DAKSHIN
303,24 PARAGANAS NORTH,107791,JADURHATI UTTAR
305,BANKURA,108291,JAGADALLA-I
305,BANKURA,108292,JAGADALLA-II
306,PURBA BARDHAMAN,108615,JAGADANANDSPUR
304,24 PARAGANAS SOUTH,108216,JAGADISHPUR
313,HOWRAH,109602,JAGADISHPUR
311,DINAJPUR UTTAR,109338,JAGADISHPUR
303,24 PARAGANAS NORTH,107792,JAGANNATHPUR
305,BANKURA,108360,JAGANNATHPUR
318,MEDINIPUR WEST,110404,JAGANNATHPUR
313,HOWRAH,109628,JAGATBALLAVPUR-I
313,HOWRAH,109629,JAGATBALLAVPUR-II
312,HOOGHLY,109476,JAGATPUR
316,MALDAH,109859,JAGDALA
319,MURSHIDABAD,110761,JAGTAI-I
319,MURSHIDABAD,110762,JAGTAI-II
304,24 PARAGANAS SOUTH,108013,JAGULGACHHI
310,DINAJPUR DAKSHIN,109208,JAHANGIRPUR
306,PURBA BARDHAMAN,108708,JAHANNAGAR
664,Alipurduar,109777,JAIGAON-I
664,Alipurduar,109778,JAIGAON-II
311,DINAJPUR UTTAR,109273,JAINGAON
319,MURSHIDABAD,110652,JAIPUR
316,MALDAH,109909,JAJAIL
319,MURSHIDABAD,110574,JAJAN
307,BIRBHUM,108841,JAJIGRAM
310,DINAJPUR DAKSHIN,109224,JAKIRPUR
304,24 PARAGANAS SOUTH,108179,JALABERIA-I
304,24 PARAGANAS SOUTH,108180,JALABERIA-II
313,HOWRAH,109643,JALABISWANATHPUR
316,MALDAH,109874,JALALPUR
316,MALDAH,109935,JALALPUR
319,MURSHIDABAD,110633,JALANGI
309,DARJEELING,109171,JALAS-NIJAMTARA
318,MEDINIPUR WEST,110473,JALCHAK-I
318,MEDINIPUR WEST,110474,JALCHAK-II
303,24 PARAGANAS NORTH,107890,JALESWAR-I
303,24 PARAGANAS NORTH,107891,JALESWAR-II
310,DINAJPUR DAKSHIN,109190,JALGHAR
318,MEDINIPUR WEST,110303,JALIMANDA
317,MEDINIPUR EAST,110027,JALPAI
316,MALDAH,109936,JALUABADHAL
307,BIRBHUM,108869,JALUNDI
308,COOCHBEHAR,109008,JAMALDAHA
310,DINAJPUR DAKSHIN,109219,JAMALPUR
306,PURBA BARDHAMAN,108562,JAMALPUR-I
306,PURBA BARDHAMAN,108563,JAMALPUR-II
320,NADIA,110835,JAMASHERPUR
321,PURULIA,111079,JAMBAD
703,Jhargram,110371,JAMBONI
704,PASCHIM BARDHAMAN,108496,JAMGRAM
703,Jhargram,110466,JAMIRAPAL
305,BANKURA,108408,JAMKURI
306,PURBA BARDHAMAN,108663,JAMNA
312,HOOGHLY,109490,JAMNA
318,MEDINIPUR WEST,110475,JAMNA
307,BIRBHUM,108800,JAMNA
312,HOOGHLY,109491,JAMNAGARMONDALAII
305,BANKURA,108319,JAMTORA
319,MURSHIDABAD,110702,JAMUAR
312,HOOGHLY,109388,JANAI
321,PURULIA,111062,JANARDANDIH
304,24 PARAGANAS SOUTH,108135,JANGALIA
312,HOOGHLY,109454,JANGIPARA
303,24 PARAGANAS NORTH,107946,JANGRAHATIARA-II
317,MEDINIPUR EAST,110083,JANKA
318,MEDINIPUR WEST,110244,JARA
306,PURBA BARDHAMAN,108564,JARAGRAM
319,MURSHIDABAD,110703,JARUR
319,MURSHIDABAD,110665,JASAITALA
319,MURSHIDABAD,110643,JASHAHARI ANUKHA-I
319,MURSHIDABAD,110644,JASHAHARI ANUKHA-II
307,BIRBHUM,108769,JASHPUR
303,24 PARAGANAS NORTH,107793,JASIKATI ATGHARA
664,Alipurduar,109755,JATESWAR-I
664,Alipurduar,109756,JATESWAR-II
316,MALDAH,109979,JATRADANGA
306,PURBA BARDHAMAN,108565,JAUGRAM
312,HOOGHLY,109492,JAYERDWARBASINI
313,HOWRAH,109571,JAYPUR
318,MEDINIPUR WEST,110325,JEERAPARA
312,HOOGHLY,109443,JEJUR
303,24 PARAGANAS NORTH,107962,JELIAKHALI
704,PASCHIM BARDHAMAN,108742,JEMERI
704,PASCHIM BARDHAMAN,108536,JEMUA
318,MEDINIPUR WEST,110266,JENKAPUR
317,MEDINIPUR EAST,110057,JERTHAN
303,24 PARAGANAS NORTH,107824,JETHIA
321,PURULIA,111013,JHALDA-DARDA
313,HOWRAH,109572,JHAMTIA
314,JALPAIGURI,109740,JHARALTAGRAM-I
314,JALPAIGURI,109741,JHARALTAGRAM-II
304,24 PARAGANAS SOUTH,108002,JHARKHALI
303,24 PARAGANAS NORTH,107892,JHAUDANGA
306,PURBA BARDHAMAN,108713,JHAUDANGA
318,MEDINIPUR WEST,110405,JHENTLA
309,DARJEELING,260957,JHEPI
313,HOWRAH,109573,JHIKIRA
307,BIRBHUM,108809,JHIKODDA
319,MURSHIDABAD,110653,JHILLI
306,PURBA BARDHAMAN,108648,JHILU-I
306,PURBA BARDHAMAN,108649,JHILU-II
305,BANKURA,108320,JHUNJKA
308,COOCHBEHAR,108945,JIRANPUR
312,HOOGHLY,109368,JIRAT
305,BANKURA,108321,JIRRAH
704,PASCHIM BARDHAMAN,108750,JITPUR-UTTARRAMPUR
321,PURULIA,111049,JITUJURI
314,JALPAIGURI,109810,JKRANTI
320,NADIA,110867,JOANIA
318,MEDINIPUR WEST,110326,JOGARDANGA
303,24 PARAGANAS NORTH,107932,JOGESHGANJ
321,PURULIA,111112,JORADIH
318,MEDINIPUR WEST,110406,JORAKEUDI-SOLIDIHA
313,HOWRAH,109654,JORHAT
308,COOCHBEHAR,108999,JORPATKI
319,MURSHIDABAD,110709,JOTKAMAL
313,HOWRAH,109704,JOYARGORI
307,BIRBHUM,108780,JOYDEV-KENDULI
320,NADIA,110853,JOYGHATA
311,DINAJPUR UTTAR,109305,JOYHAT
317,MEDINIPUR EAST,110210,JOYNAGAR
321,PURULIA,111005,JOYPUR
320,NADIA,110917,JUGALKISHORE
304,24 PARAGANAS SOUTH,108203,JUGDIA
313,HOWRAH,109644,JUJARSAHA
317,MEDINIPUR EAST,110018,JUKHIA
304,24 PARAGANAS SOUTH,108032,JULPIA
317,MEDINIPUR EAST,110058,JUMKI
305,BANKURA,108296,JUNBEDIA
320,NADIA,110823,JURANPUR
319,MURSHIDABAD,110606,JURANPUR
306,PURBA BARDHAMAN,108630,JYANDAS-KANDARA
318,MEDINIPUR WEST,110287,JYOTGHANASHYAM
304,24 PARAGANAS SOUTH,108003,JYOTISHPUR
306,PURBA BARDHAMAN,108566,JYOTSREERAM
319,MURSHIDABAD,110738,KABILPUR
303,24 PARAGANAS NORTH,107850,KACHUA
304,24 PARAGANAS SOUTH,108121,KACHUKHALI
303,24 PARAGANAS NORTH,107812,KADAMBAGACHHI
317,MEDINIPUR EAST,110191,KADUA
702,KALIMPONG,261004,KAFER KANKE BONG
702,KALIMPONG,261021,KAGE
319,MURSHIDABAD,110577,KAGRAM
316,MALDAH,109990,KAHALA
306,PURBA BARDHAMAN,108637,KAIARH
306,PURBA BARDHAMAN,108650,KAICHAR-I
306,PURBA BARDHAMAN,108651,KAICHAR-II
309,DARJEELING,260958,KAIJALIA
303,24 PARAGANAS NORTH,107972,KAIJURI
312,HOOGHLY,109444,KAIKALA
307,BIRBHUM,108853,KAITHA-I
307,BIRBHUM,108854,KAITHA-II
306,PURBA BARDHAMAN,108734,KAITI
316,MALDAH,109882,KAJIGRAM
317,MEDINIPUR EAST,110006,KAJLAGARH
704,PASCHIM BARDHAMAN,108694,KAJORA
317,MEDINIPUR EAST,110199,KAKHARDA
317,MEDINIPUR EAST,110007,KAKRA
321,PURULIA,110997,KALABANI
317,MEDINIPUR EAST,110077,KALAGECHHIA
318,MEDINIPUR WEST,110407,KALAGRAM
318,MEDINIPUR WEST,110417,KALAIKUNDA
304,24 PARAGANAS SOUTH,108095,KALATALAHAT
664,Alipurduar,109779,KALCHINI
306,PURBA BARDHAMAN,108714,KALEKHANTALA-I
306,PURBA BARDHAMAN,108715,KALEKHANTALA-II
307,BIRBHUM,108816,KALESWAR
316,MALDAH,109937,KALIACHAK-I
316,MALDAH,109938,KALIACHAK-II
318,MEDINIPUR WEST,110422,KALIARA-I
318,MEDINIPUR WEST,110423,KALIARA-II
317,MEDINIPUR EAST,110136,KALICHARANPUR
321,PURULIA,111035,KALIDAHA
320,NADIA,110824,KALIGANJ
316,MALDAH,109865,KALIGRAM
310,DINAJPUR DAKSHIN,109232,KALIKAMORA
304,24 PARAGANAS SOUTH,108187,KALIKAPOTA
304,24 PARAGANAS SOUTH,108274,KALIKAPUR-I
304,24 PARAGANAS SOUTH,108275,KALIKAPUR-II
304,24 PARAGANAS SOUTH,108080,KALIKATALA
702,KALIMPONG,261005,KALIMPONG
303,24 PARAGANAS NORTH,107954,KALINAGAR
313,HOWRAH,109699,KALINAGAR
319,MURSHIDABAD,110723,KALINAGAR-I
319,MURSHIDABAD,110724,KALINAGAR-II
320,NADIA,110903,KALINARAYANPUR PAHARPUR
317,MEDINIPUR EAST,110192,KALINDI
320,NADIA,110793,KALINGA
303,24 PARAGANAS NORTH,107933,KALITALA
307,BIRBHUM,108855,KALITHA
321,PURULIA,111014,KALMA
319,MURSHIDABAD,110666,KALMEGHA
313,HOWRAH,109574,KALNA
305,BANKURA,108293,KALPATHAR
307,BIRBHUM,108894,KALUHA
303,24 PARAGANAS NORTH,107866,KALUPUR
704,PASCHIM BARDHAMAN,108751,KALYA
305,BANKURA,108389,KALYANI
317,MEDINIPUR EAST,110126,KALYANPUR
313,HOWRAH,109587,KALYANPUR
306,PURBA BARDHAMAN,108585,KALYANPUR
304,24 PARAGANAS SOUTH,107985,KALYANPUR
319,MURSHIDABAD,110587,KALYANPUR-I
319,MURSHIDABAD,110588,KALYANPUR-II
664,Alipurduar,109786,KAMAKHYAGURI-I
664,Alipurduar,109787,KAMAKHYAGURI-II
311,DINAJPUR UTTAR,109339,KAMALABARI-I
311,DINAJPUR UTTAR,109340,KAMALABARI-II
311,DINAJPUR UTTAR,109292,KAMALGAON-SUJALI
318,MEDINIPUR WEST,110288,KAMALPUR
320,NADIA,110918,KAMALPUR
313,HOWRAH,109670,KAMALPUR
304,24 PARAGANAS SOUTH,108168,KAMARCHAK
317,MEDINIPUR EAST,110078,KAMARDA
312,HOOGHLY,109532,KAMARKUNDUGOPALNAGARDALUIGACHHA
304,24 PARAGANAS SOUTH,108096,KAMARPOLE
312,HOOGHLY,109431,KAMARPUKUR
319,MURSHIDABAD,110530,KAMNAGAR
303,24 PARAGANAS NORTH,107825,KAMPA-CHAKLA
304,24 PARAGANAS SOUTH,108276,KAMRABAD
304,24 PARAGANAS SOUTH,108060,KAMRABAD
321,PURULIA,111050,KAMTAJANGIDIRI
307,BIRBHUM,108810,KANACHI
317,MEDINIPUR EAST,110042,KANAIDIGHI
320,NADIA,110938,KANAINAGAR
312,HOOGHLY,109537,KANAIPUR
319,MURSHIDABAD,110748,KANCHANTALA
320,NADIA,110774,KANCHARAPARA
313,HOWRAH,109655,KANDUA
304,24 PARAGANAS SOUTH,108043,KANGANBERIA
307,BIRBHUM,108757,KANKALITALA
304,24 PARAGANAS SOUTH,108232,KANKANDIGHI
311,DINAJPUR UTTAR,109259,KANKI
703,Jhargram,110240,KANKO
704,PASCHIM BARDHAMAN,108601,KANKSA
306,PURBA BARDHAMAN,108593,KANKURIA
313,HOWRAH,109559,KANPUR
304,24 PARAGANAS SOUTH,108090,KANPUR DHANABERIA
305,BANKURA,108390,KANTABARI
319,MURSHIDABAD,110564,KANTANAGAR
304,24 PARAGANAS SOUTH,108004,KANTHALBERIA
316,MALDAH,109910,KANTURKA
313,HOWRAH,109687,KANUPAT MANSUKA
319,MURSHIDABAD,110704,KANUPUR
305,BANKURA,108433,KANURI
312,HOOGHLY,109389,KAPASARIA
319,MURSHIDABAD,110520,KAPASDANGA
319,MURSHIDABAD,110676,KAPASDANGA
311,DINAJPUR UTTAR,109306,KAPASIA
703,Jhargram,110372,KAPGARI
305,BANKURA,108331,KAPISTA
307,BIRBHUM,108828,KAPISTA
306,PURBA BARDHAMAN,108607,KARAJGRAM
311,DINAJPUR UTTAR,109325,KARANDIGHI-I
311,DINAJPUR UTTAR,109326,KARANDIGHI-II
304,24 PARAGANAS SOUTH,108169,KARANJALI
310,DINAJPUR DAKSHIN,109233,KARANJI
307,BIRBHUM,108912,KARIDHYA
320,NADIA,110836,KARIMPUR-I
320,NADIA,110837,KARIMPUR-II
305,BANKURA,108354,KARISUNDA
316,MALDAH,109896,KARKACH
318,MEDINIPUR WEST,110476,KARKAI
318,MEDINIPUR WEST,110499,KARNAGARH
318,MEDINIPUR WEST,110333,KARSA
306,PURBA BARDHAMAN,108616,KARUI
307,BIRBHUM,108758,KASBA
317,MEDINIPUR EAST,110059,KASBA-EGRA
318,MEDINIPUR WEST,110500,KASHIJORA
